000683966	*	unk	unk	014860244	|||	eng					[[The Chichester Guide: containing, an account of the antient and present state of the City of Chichester and its neighbourhood, etc.] [By Alexander Hay.]] [electronic resource]	A new edition.	Chichester : J. Seagrave, [1804?]			HAY, Alexander, Rev.		lsidyv36154ee2
001017055	*	fr	fr	014860368	|||	eng			DUSEVEL, Hyacinthe.		Souvenirs des Villes de Picardie ... Montreuil. (Boulogne.). [electronic resource]		Amiens, 1859-60.					lsidyv3616f440
001224073	*	fr	fr	014860395	|||	ita			FERRERO DELLA MARMORA, Giuseppe Alberto, Count.		Itinéraire de l'île de Sardaigne pour faire suite au voyage en cette contrée. [electronic resource]		Turin, 1860.					lsidyv36079e22 -- lsidyv36078ea8
001414322	*	en	en	014860440	|||	fre			GIBBONS, Phebe Earle.		French and Belgians. [electronic resource]		Philadelphia : J. B. Lippincott & Co., 1879.					lsidyv360b70f3
003045014	*	de	de	014860934	|||	eng			RATZEL, Friedrich.		Bibliothek geographischer Handbücher. Herausgegeben von ... F. Ratzel. [electronic resource]		Stuttgart, 1885-1901.					lsidyv364bd261 -- lsidyv364c94f1 -- lsidyv364c2a74 -- lsidyv364c1b79 -- lsidyv364c0690 -- lsidyv364c1150 -- lsidyv364c8543 -- lsidyv3604636f -- lsidyv364c50b0 -- lsidyv364c7284 -- lsidyv364ca86f -- lsidyv364c4296 -- lsidyv36160b4c -- lsidyv364c64ac
003577220	*	es	es	014861060	|||	fre			TANCO ARMERO, Nicolas.		Viaje de Nueva Granada á China y de China á Francia. Con una introduccion por P. M. Moure. [electronic resource]		Paris, 1861.			MOURE, Pedro Maria.		lsidyv3632af58
003688836	*	fr	fr	014861093	|||	eng				TUNISIA. Service topographique.	Rapport sur le fonctionnement du Service topographique du 21 avril 1886 au 30 juin 1893. [With maps.] [electronic resource]		Paris, 1894.					lsidyv36272bb8
002532857	*	pt	pt	014862075	|||	spa			MONTE PEREIRA, Gabriel Victor.		Documentos historicas da cidade de Evora. [electronic resource]		Evora, 1887, 91.					lsidyv36455080
003450965	*	af	af	014862372	|||	dut			SPAEN LA LECQ, Willem Anne van, Baron.		Oordeelkundige Inleiding tot de Historie van Gelderland, etc. [electronic resource]		Utrecht, 1801-05.					lsidyv36795c9f -- lsidyv36b7429c -- lsidyv3dceaff5 -- lsidyv36b713a9 -- lsidyv36b75fd3 -- lsidyv36796d55
000121252	*	es	es	014866317	|||	eng					Memoria sobre la inauguracion de los trabajos del camino de Aroa. [electronic resource]		Barquisimeto, 1875.					lsidyv36895bb6
000347543	*	de	de	014866408	|||	rus			BIELENSTEIN, August Johann Gottfried.		Die Grenzen des lettischen Volkasstammes und der lettischen Sprache in der Gegenwart und im 13. Jahrhundert, etc. [electronic resource]		St. Petersburg, 1892.					lsidyv36a7c988
000381312	*	de	de	014866426	|||	hun			BLUEMEL, Jacob.		Die Geschichte der Entwicklung der Wiener Vorstädte nach authentischen Quellen zusammengestellt. (Mit zahlreichen Illustrationen. II. Auflage.). [electronic resource]		Wien, 1884-86.					lsidyv3683ed7a -- lsidyv3683fd13
001347569	*	sk	sk	014866741	|||	cze			GABRIEL, J. A., J.V. Dr.		Hrad Kašperk, historicko-topografický nástín. [electronic resource]		V Praze, 1857.					lsidyv36a5cc68
001737626	*	de	de	014866957	|||	hun			HORNYÁNSKY, Victor.		Geographisches Lexikon des Königreichs Ungarn und der serbischen Woiwodschaft mit dem temescher Banate, etc. [electronic resource]		Pest, 1858.					lsidyv368114f2
