Print ID	Scan ID	DOM ID	ARK
003590713	014830637	lsidyv39b6fc8f	ark:/81055/vdc_00000003C060
003590871	014830638	lsidyv3aba25e8	ark:/81055/vdc_000000047838
003590885	014830639	lsidyv354110f6	ark:/81055/vdc_0000000330C6
003591311	014830640	lsidyv3bbe2291	ark:/81055/vdc_000000053B56
003591314	014830641	lsidyv3bbe5a3b	ark:/81055/vdc_000000053B74
003591482	014830642	lsidyv2ebcda91	ark:/81055/vdc_000000029208
003591687	014830643	lsidyv3abf4259	ark:/81055/vdc_00000004805A
003591699	014830644	lsidyv34ff89cf	ark:/81055/vdc_000000031B06
003591713	014830645	lsidyv39ed4bfa	ark:/81055/vdc_00000003DC56
003591752	014830646	lsidyv3a497c93	ark:/81055/vdc_000000041DF0
003591871	014830647	lsidyv3c0d5282	ark:/81055/vdc_00000005623E
003591873	014830648	lsidyv3cbe3987	ark:/81055/vdc_00000005D9A2
003591957	014830649	lsidyv3915d18f	ark:/81055/vdc_0000000354AE
003591975	014830650	lsidyv2ae6dc34	ark:/81055/vdc_00000000027C
003592206	014830651	lsidyv39aabe92	ark:/81055/vdc_00000003BA54
003592646	014830652	lsidyv38dfaf92	ark:/81055/vdc_0000000335E2
003592711	014830653	lsidyv3b98ff3a	ark:/81055/vdc_00000005257E
003593437	014830654	lsidyv3adbb931	ark:/81055/vdc_000000049326
003594253	014830655	lsidyv3c11131b	ark:/81055/vdc_00000005658C
003595019	014830656	lsidyv3493e13b	ark:/81055/vdc_0000000303AE
003595627	014830657	lsidyv3aa4d6ba	ark:/81055/vdc_000000046A46
003595699	014830658	lsidyv3ad96097	ark:/81055/vdc_000000049152
003596507	014830659	lsidyv39abb561	ark:/81055/vdc_00000003BAEA
003596635	014830660	lsidyv3a9efda0	ark:/81055/vdc_000000046506
003596727	014830661	lsidyv3a8879ce	ark:/81055/vdc_0000000452D6
003596893	014830662	lsidyv3b2f8aea	ark:/81055/vdc_00000004CE12
003596992	014830663	lsidyv39ef15ef	ark:/81055/vdc_00000003DD5E
003596994	014830664	lsidyv3989d181	ark:/81055/vdc_00000003ACC8
003597006	014830665	lsidyv3bdf4160	ark:/81055/vdc_000000054F54
003597008	014830666	lsidyv3cbd0b36	ark:/81055/vdc_00000005D8FA
003597111	014830667	lsidyv3a4afa5c	ark:/81055/vdc_000000041F1C
003597193	014830668	lsidyv39171d96	ark:/81055/vdc_000000035586
003597407	014830669	lsidyv2b37bd86	ark:/81055/vdc_000000000AB0
003597408	014830670	lsidyv3c302ae4	ark:/81055/vdc_000000057A5C
003597609	014830671	lsidyv3ab37020	ark:/81055/vdc_0000000472C8
003597952	014830672	lsidyv39d82fc5	ark:/81055/vdc_00000003CCD2
003598014	014830673	lsidyv3d969f14	ark:/81055/vdc_00000003ECF4
003598401	014830674	lsidyv3c644656,lsidyv367aaded	ark:/81055/vdc_00000005A7C8,ark:/81055/vdc_00000000DFDA
003598451	014830675	lsidyv306a7a94	ark:/81055/vdc_000000037890
003598545	014830676	lsidyv3c9adf79	ark:/81055/vdc_00000005C35E
003598559	014830677	lsidyv346c4cbf	ark:/81055/vdc_00000002EBBA
003598808	014830678	lsidyv3026ee78	ark:/81055/vdc_000000029406
003598809	014830679	lsidyv3429748e	ark:/81055/vdc_00000002DBE2
003598811	014830680	lsidyv3a97a37d	ark:/81055/vdc_000000045D1A
003598812	014830681	lsidyv30661488	ark:/81055/vdc_00000002955C
003598817	014830682	lsidyv316f75f1	ark:/81055/vdc_00000002A162
003598831	014830683	lsidyv3389d1ff	ark:/81055/vdc_00000002C070
003598894	014830684	lsidyv349b84d0	ark:/81055/vdc_000000030D2C
003598928	014830685	lsidyv31453ca0	ark:/81055/vdc_000000037914
003599001	014830686	lsidyv3385d710	ark:/81055/vdc_00000002BB48
003599150	014830687	lsidyv3a9873a2	ark:/81055/vdc_000000045E46
003599174	014830688	lsidyv3a97d6aa	ark:/81055/vdc_000000045D5C
003599197	014830689	lsidyv3a982bf2	ark:/81055/vdc_000000045DBC
003599292	014830690	lsidyv3359f2cc	ark:/81055/vdc_00000002B3F8
003599483	014830691	lsidyv338c5056	ark:/81055/vdc_00000002C3CA
003599499	014830692	lsidyv314c114c	ark:/81055/vdc_000000029994
003599536	014830693	lsidyv3496511d	ark:/81055/vdc_000000030822
003599558	014830694	lsidyv3a7fa7be	ark:/81055/vdc_000000044BB6
003599559	014830695	lsidyv3a2a7150	ark:/81055/vdc_000000040C5C
003599562	014830696	lsidyv39f9f676	ark:/81055/vdc_00000003E688
003599671	014830697	lsidyv3af847de	ark:/81055/vdc_00000004A81A
003600539	014830698	lsidyv3351fa4d	ark:/81055/vdc_00000002AECA
003601569	014830699	lsidyv3bf50210	ark:/81055/vdc_0000000559B0
003601746	014830700	lsidyv3ccfa884	ark:/81055/vdc_00000005E596
003601760	014830701	lsidyv3a9ed27d	ark:/81055/vdc_0000000464EE
003601975	014830702	lsidyv39b57bf2	ark:/81055/vdc_00000003BF88
003602037	014830703	lsidyv3bb2454e	ark:/81055/vdc_000000053406
003602085	014830704	lsidyv34ec3fba	ark:/81055/vdc_00000003130E
003602144	014830705	lsidyv3c242a02	ark:/81055/vdc_0000000575CA
003602154	014830706	lsidyv3bda5eaa	ark:/81055/vdc_000000054BCA
003604197	014830707	lsidyv2c211432	ark:/81055/vdc_000000001194
003604342	014830708	lsidyv3b5f7a80	ark:/81055/vdc_00000004F21E
003604893	014830709	lsidyv3929f5c3	ark:/81055/vdc_00000003605A
003604894	014830710	lsidyv3cab27b6	ark:/81055/vdc_00000005CCFA
003605003	014830711	lsidyv3b3b9ce5	ark:/81055/vdc_00000004D760
003605005	014830712	lsidyv39d99e6b	ark:/81055/vdc_00000003CDCE
003605010	014830713	lsidyv39ae898c	ark:/81055/vdc_00000003BCD0
003605129	014830714	lsidyv32c9e042	ark:/81055/vdc_0000000386B8
003605137	014830715	lsidyv3990427f	ark:/81055/vdc_00000003B1A8
003605161	014830716	lsidyv342455c9	ark:/81055/vdc_00000002D72C
003605164	014830717	lsidyv397ad475	ark:/81055/vdc_00000003A32C
003605211	014830718	lsidyv397e2531	ark:/81055/vdc_00000003A4BE
003605272	014830719	lsidyv3bb6d4e7	ark:/81055/vdc_00000005365E
003605274	014830720	lsidyv3c39e581	ark:/81055/vdc_000000058488
003605275	014830721	lsidyv3c3c0774	ark:/81055/vdc_000000058692
003605278	014830722	lsidyv3aa5fe43	ark:/81055/vdc_000000046B0C
003605286	014830723	lsidyv397c8110	ark:/81055/vdc_00000003A404
003605287	014830724	lsidyv39a28c4d	ark:/81055/vdc_00000003B490
003605299	014830725	lsidyv38efb41a	ark:/81055/vdc_0000000343AA
003605313	014830726	lsidyv398e7b45	ark:/81055/vdc_00000003B094
003605315	014830727	lsidyv39c49737	ark:/81055/vdc_00000003C660
003605369	014830728	lsidyv3a993523	ark:/81055/vdc_000000045F84
003605380	014830729	lsidyv3191b7f7	ark:/81055/vdc_000000038742
003605385	014830730	lsidyv398e8d12	ark:/81055/vdc_00000003B09A
003605388	014830731	lsidyv397c727f	ark:/81055/vdc_00000003A3FE
003605450	014830732	lsidyv39c5b22a	ark:/81055/vdc_00000003C6D8
003605467	014830733	lsidyv396dfad1	ark:/81055/vdc_000000039DB0
003605482	014830734	lsidyv39499248	ark:/81055/vdc_000000037218
003605619	014830735	lsidyv2eb84f76	ark:/81055/vdc_000000028C26
003605625	014830736	lsidyv3a2e5943	ark:/81055/vdc_000000040F62
003605701	014830737	lsidyv30abf37b	ark:/81055/vdc_000000029FD0
003606002	014830738	lsidyv38ed7a45,lsidyv35fedc62	ark:/81055/vdc_0000000341B8,ark:/81055/vdc_00000000948C
003606003	014830739	lsidyv30802a69,lsidyv367a103f	ark:/81055/vdc_000000052140,ark:/81055/vdc_00000000DF3E
003606005	014830740	lsidyv38ed8b46	ark:/81055/vdc_0000000341DC
003606011	014830741	lsidyv390def40	ark:/81055/vdc_0000000351F0
003606188	014830742	lsidyv3b149df2	ark:/81055/vdc_00000004BE70
003606401	014830743	lsidyv3ade34db	ark:/81055/vdc_00000004952A
003606896	014830744	lsidyv349747d1	ark:/81055/vdc_000000030972
003606950	014830745	lsidyv3494bb87	ark:/81055/vdc_000000030594
003606967	014830746	lsidyv31ab5d48	ark:/81055/vdc_00000002A91E
003606991	014830747	lsidyv3ca83a8a	ark:/81055/vdc_00000005CB7A
003607175	014830748	lsidyv3a483fd9	ark:/81055/vdc_000000041DAE
003607762	014830749	lsidyv3503c53b	ark:/81055/vdc_000000031C0E
003607794	014830750	lsidyv32b9a038	ark:/81055/vdc_00000002A546
003607795	014830751	lsidyv32c63c0d	ark:/81055/vdc_0000000384B4
003607796	014830752	lsidyv39a31b75	ark:/81055/vdc_00000003B4EA
003607798	014830753	lsidyv398790e5	ark:/81055/vdc_00000003AB72
003607804	014830754	lsidyv338c462b	ark:/81055/vdc_00000002C3BE
003607809	014830755	lsidyv397a5473	ark:/81055/vdc_00000003A2D8
003607814	014830756	lsidyv314ffe0a	ark:/81055/vdc_000000037CCE
003607815	014830757	lsidyv352d217f	ark:/81055/vdc_00000003235E
003607816	014830758	lsidyv395d0585	ark:/81055/vdc_0000000392A6
003607818	014830759	lsidyv397ab9a1	ark:/81055/vdc_00000003A31A
003607823	014830760	lsidyv3033ea4c	ark:/81055/vdc_000000037812
003607960	014830761	lsidyv31af8aa9	ark:/81055/vdc_000000043DFA
003608237	014830762	lsidyv342a4326	ark:/81055/vdc_00000002DC24
003608267	014830763	lsidyv3428d7a3	ark:/81055/vdc_00000002DB76
003610566	014830764	lsidyv3457d33f	ark:/81055/vdc_00000002DC8A
003610869	014830765	lsidyv2eb8b645	ark:/81055/vdc_000000028CAA
003610999	014830766	lsidyv31b6a5e8	ark:/81055/vdc_000000043F44
003611987	014830767	lsidyv3a3cae93	ark:/81055/vdc_0000000416E2
003611991	014830768	lsidyv3a148853	ark:/81055/vdc_00000003FAFE
003614396	014830769	lsidyv3bf8f910	ark:/81055/vdc_000000055B36
003615118	014830770	lsidyv306c5556	ark:/81055/vdc_000000051E58
003615233	014830771	lsidyv338a8d16	ark:/81055/vdc_00000002C1B4
003615247	014830772	lsidyv31b3031e	ark:/81055/vdc_00000002AA56
003616498	014830773	lsidyv307aa05e	ark:/81055/vdc_000000042E4C
003616678	014830774	lsidyv39bf2358	ark:/81055/vdc_00000003C450
003616818	014830775	lsidyv3aba170c	ark:/81055/vdc_000000047820
003616827	014830776	lsidyv39b92de2	ark:/81055/vdc_00000003C192
003616836	014830777	lsidyv3a2d1db5	ark:/81055/vdc_000000040E72
003616838	014830778	lsidyv3a4bdbb5	ark:/81055/vdc_000000041FBE
003616854	014830779	lsidyv3a245ec4	ark:/81055/vdc_000000040764
003616856	014830780	lsidyv3b3cba15	ark:/81055/vdc_00000004D838
003616859	014830781	lsidyv3b2268d9	ark:/81055/vdc_00000004C314
003616876	014830782	lsidyv319814ba	ark:/81055/vdc_000000038814
003617074	014830783	lsidyv39f9dcb4	ark:/81055/vdc_00000003E676
003617220	014830784	lsidyv349c132d	ark:/81055/vdc_000000030E46
003617233	014830785	lsidyv3cc8854d	ark:/81055/vdc_00000005E11C
003617846	014830786	lsidyv339495b4	ark:/81055/vdc_00000002CE62
003618037	014830787	lsidyv2ebbbf1f	ark:/81055/vdc_0000000290C4
003618182	014830788	lsidyv3498cc7b	ark:/81055/vdc_000000030A98
003618588	014830789	lsidyv3b9e850a	ark:/81055/vdc_000000052EA2
003619003	014830790	lsidyv3983d6f4	ark:/81055/vdc_00000003A884
003619033	014830791	lsidyv352c2586	ark:/81055/vdc_0000000322B6
003619144	014830792	lsidyv3ce28127	ark:/81055/vdc_00000005E980
003619277	014830793	lsidyv3b9b2b48	ark:/81055/vdc_000000052BEA
003619288	014830794	lsidyv3494c592	ark:/81055/vdc_0000000305A6
003619293	014830795	lsidyv391c9bc6	ark:/81055/vdc_0000000358CE
003619294	014830796	lsidyv3c8d8456	ark:/81055/vdc_00000005BAD6
003619295	014830797	lsidyv3b9c3684	ark:/81055/vdc_000000052CA4
003619611	014830798	lsidyv3bf9a119	ark:/81055/vdc_000000055B90
003620498	014830799	lsidyv3c5ab105	ark:/81055/vdc_00000005A15C
003621590	014830800	lsidyv3460b288	ark:/81055/vdc_00000002E82A
003621609	014830801	lsidyv3475f799	ark:/81055/vdc_00000002F8EC
003621647	014830802	lsidyv38e7743c	ark:/81055/vdc_000000033C7E
003621750	014830803	lsidyv309dad79	ark:/81055/vdc_000000029D9C
003621751	014830804	lsidyv3abea621	ark:/81055/vdc_000000047F28
003621754	014830805	lsidyv3cc6e6d0	ark:/81055/vdc_00000005E020
003621755	014830806	lsidyv3e635d17	ark:/81055/vdc_00000005343C
003621814	014830807	lsidyv3b461add	ark:/81055/vdc_00000004E036
003622031	014830808	lsidyv3017f7f4	ark:/81055/vdc_0000000015F6
003622410	014830809	lsidyv3bbd2f52	ark:/81055/vdc_000000053AB4
003622411	014830810	lsidyv3c0a884b	ark:/81055/vdc_000000056004
003622428	014830811	lsidyv2eb4279a	ark:/81055/vdc_000000028680
003622529	014830812	lsidyv3494c997	ark:/81055/vdc_0000000305AC
003622541	014830813	lsidyv3475f13f	ark:/81055/vdc_00000002F8E6
003622617	014830814	lsidyv38ef6d09	ark:/81055/vdc_000000034380
003622707	014830815	lsidyv3bf06f23	ark:/81055/vdc_000000055674
003622708	014830816	lsidyv3c944d96	ark:/81055/vdc_00000005BF4A
003622834	014830817	lsidyv2eba5dc7	ark:/81055/vdc_000000028EF6
003622851	014830818	lsidyv33843b7f	ark:/81055/vdc_00000002B8D2
003623001	014830819	lsidyv33821dcf	ark:/81055/vdc_00000002B446
003623080	014830820	lsidyv3b0d3c98	ark:/81055/vdc_00000004B8A0
003623311	014830821	lsidyv3c10c680	ark:/81055/vdc_00000005652C
003623467	014830822	lsidyv3c5e8d17	ark:/81055/vdc_00000005A408
003623537	014830823	lsidyv3abb1ded	ark:/81055/vdc_00000004795E
003623688	014830824	lsidyv3a1cac8a	ark:/81055/vdc_000000040194
003623725	014830825	lsidyv3b22f903	ark:/81055/vdc_00000004C38C
003624277	014830826	lsidyv347568d0	ark:/81055/vdc_00000002F7C6
003624629	014830827	lsidyv3c3736e8	ark:/81055/vdc_000000058236
003625047	014830828	lsidyv3b1377c2	ark:/81055/vdc_00000004BD80
003625343	014830829	lsidyv3a4c1617	ark:/81055/vdc_000000041FEE
003625351	014830830	lsidyv3a0c5d8b	ark:/81055/vdc_00000003F480
003625369	014830831	lsidyv3a5aedb6	ark:/81055/vdc_000000044262
003625515	014830832	lsidyv3d97c075	ark:/81055/vdc_00000003FB5E
003625717	014830833	lsidyv396f5ef5	ark:/81055/vdc_000000039E7C
003625732	014830834	lsidyv39908f3c	ark:/81055/vdc_00000003B1D8
003625942	014830835	lsidyv3150d0d9	ark:/81055/vdc_000000052440
003625943	014830836	lsidyv3c59d2bd	ark:/81055/vdc_00000005A0DE
003626033	014830837	lsidyv338b9f84	ark:/81055/vdc_00000002C340
003626051	014830838	lsidyv3952749e	ark:/81055/vdc_0000000378DE
003626125	014830839	lsidyv32b82082	ark:/81055/vdc_00000002A2CA
003626126	014830840	lsidyv318dda13	ark:/81055/vdc_00000002A510
003626174	014830841	lsidyv30ac8432	ark:/81055/vdc_000000029FE2
003626183	014830842	lsidyv3473fd7b	ark:/81055/vdc_00000002F5EC
003626188	014830843	lsidyv33973be9	ark:/81055/vdc_00000002D0EA
003626222	014830844	lsidyv317764d8	ark:/81055/vdc_00000002A252
003626273	014830845	lsidyv2ebab71b	ark:/81055/vdc_000000028F62
003626353	014830846	lsidyv3421c166	ark:/81055/vdc_00000002D480
003626469	014830847	lsidyv31b10bb2	ark:/81055/vdc_000000043E48
003626471	014830848	lsidyv3a5833b3	ark:/81055/vdc_000000043E54
003626635	014830849	lsidyv34728cdc	ark:/81055/vdc_00000002F352
003626647	014830850	lsidyv3e613a3b	ark:/81055/vdc_000000052E2A
003626651	014830851	lsidyv391235bc	ark:/81055/vdc_000000035424
003626654	014830852	lsidyv38fbed51	ark:/81055/vdc_0000000349E0
003626655	014830853	lsidyv391859f5	ark:/81055/vdc_000000035640
003626844	014830854	lsidyv3cb07149	ark:/81055/vdc_00000005D03C
003626847	014830855	lsidyv3c5cdcd1	ark:/81055/vdc_00000005A2CA
003626898	014830856	lsidyv3d93f3a8	ark:/81055/vdc_00000003E994
003627060	014830857	lsidyv3472fc80	ark:/81055/vdc_00000002F43C
003627061	014830858	lsidyv349591fe	ark:/81055/vdc_0000000306FC
003627181	014830859	lsidyv38fe4f0a	ark:/81055/vdc_000000034BE4
003627204	014830860	lsidyv3cb9eca7	ark:/81055/vdc_00000005D6F0
003627265	014830861	lsidyv3be176d8	ark:/81055/vdc_0000000550EC
003627793	014830862	lsidyv30b4f423	ark:/81055/vdc_000000038178
003627805	014830863	lsidyv3bd63f12	ark:/81055/vdc_0000000548F4
003627837	014830864	lsidyv391dcc83	ark:/81055/vdc_00000003595E
003627839	014830865	lsidyv39bdafc6	ark:/81055/vdc_00000003C3EA
003628011	014830866	lsidyv301591bd	ark:/81055/vdc_000000001440
003628293	014830867	lsidyv3c229993	ark:/81055/vdc_000000057492
003628769	014830868	lsidyv3bd67a5c	ark:/81055/vdc_000000054912
003628773	014830869	lsidyv3c18e44e	ark:/81055/vdc_000000056B98
003628980	014830870	lsidyv2b58d303	ark:/81055/vdc_000000000EB8
003629055	014830871	lsidyv39ef1da8	ark:/81055/vdc_00000003DD64
003629349	014830872	lsidyv3cc4450e	ark:/81055/vdc_00000005DE76
003629467	014830873	lsidyv39185125	ark:/81055/vdc_00000003563A
003629582	014830874	lsidyv39b2a04c	ark:/81055/vdc_00000003BE1A
003630198	014830875	lsidyv3a82a467	ark:/81055/vdc_000000044E32
003630355	014830876	lsidyv3bdfae17	ark:/81055/vdc_000000054FA8
003630718	014830877	lsidyv34294ae6	ark:/81055/vdc_00000002DBB8
003631247	014830878	lsidyv3add89ae	ark:/81055/vdc_00000004949A
003631248	014830879	lsidyv3ad4b0e2	ark:/81055/vdc_000000048DBC
003631396	014830880	lsidyv2eb64cdb	ark:/81055/vdc_00000002897A
003631404	014830881	lsidyv3a98c60d	ark:/81055/vdc_000000045EDC
003631431	014830882	lsidyv3a590386	ark:/81055/vdc_0000000440EE
003631486	014830883	lsidyv3cb7a2fa	ark:/81055/vdc_00000005D56A
003632090	014830884	lsidyv2b36a512	ark:/81055/vdc_000000000996
003632141	014830885	lsidyv3c0bbcf6	ark:/81055/vdc_0000000560BE
003632207	014830886	lsidyv3a921e5c	ark:/81055/vdc_0000000459C6
003632291	014830887	lsidyv3a0caf48	ark:/81055/vdc_00000003F4C2
003632586	014830888	lsidyv3cc2277f	ark:/81055/vdc_00000005DCC0
003633443	014830889	lsidyv3386a1b8	ark:/81055/vdc_00000002BCC8
003633445	014830890	lsidyv3546ea1e	ark:/81055/vdc_00000003348C
003633946	014830891	lsidyv2eb817d8	ark:/81055/vdc_000000028BAE
003634068	014830892	lsidyv3b99b0fa	ark:/81055/vdc_0000000529A4
003634551	014830893	lsidyv34af5e09	ark:/81055/vdc_0000000310AA
003634734	014830894	lsidyv3bd966fe	ark:/81055/vdc_000000054AE0
003634784	014830895	lsidyv3cacf8a7	ark:/81055/vdc_00000005CDDE
003634907	014830896	lsidyv3aad4d7d	ark:/81055/vdc_00000004704C
003634909	014830897	lsidyv3aad55d2	ark:/81055/vdc_000000047052
003634941	014830898	lsidyv3a43e77d	ark:/81055/vdc_000000041AC0
003634945	014830899	lsidyv3a3fa3ce	ark:/81055/vdc_000000041832
003634946	014830900	lsidyv38df0d45	ark:/81055/vdc_000000033528
003635260	014830901	lsidyv2eb6c553	ark:/81055/vdc_000000028A34
003635325	014830902	lsidyv3c66a957	ark:/81055/vdc_00000005A930
003636107	014830903	lsidyv3ae19da7	ark:/81055/vdc_0000000497EE
003636516	014830904	lsidyv32d48c44	ark:/81055/vdc_000000052A70
003636698	014830905	lsidyv345fe643	ark:/81055/vdc_00000002E722
003636984	014830906	lsidyv3aad5cfe	ark:/81055/vdc_000000047058
003637237	014830907	lsidyv390147b8	ark:/81055/vdc_000000034CE0
003637486	014830908	lsidyv2eb76c25	ark:/81055/vdc_000000028AE8
003637487	014830909	lsidyv338a5f98	ark:/81055/vdc_00000002C15A
003637488	014830910	lsidyv3389232b	ark:/81055/vdc_00000002BFD4
003637490	014830911	lsidyv3393775e	ark:/81055/vdc_00000002CD3C
003637499	014830912	lsidyv3c5e4cdb	ark:/81055/vdc_00000005A3D2
003638591	014830913	lsidyv3ba103fe	ark:/81055/vdc_0000000530A0
003639056	014830914	lsidyv3c0e8b5b	ark:/81055/vdc_00000005638E
003639067	014830915	lsidyv3c721b24	ark:/81055/vdc_00000005B068
003639068	014830916	lsidyv2b385533	ark:/81055/vdc_000000000B28
003639465	014830917	lsidyv316d1efb	ark:/81055/vdc_00000004349A
003639466	014830918	lsidyv3a888196	ark:/81055/vdc_0000000452DC
003639567	014830919	lsidyv3aaae11e	ark:/81055/vdc_000000046EA8
003639761	014830920	lsidyv3c4a2bbe	ark:/81055/vdc_0000000594F6
003639764	014830921	lsidyv3c0f5598	ark:/81055/vdc_000000056442
003639783	014830922	lsidyv3c49e6b6	ark:/81055/vdc_0000000594CC
003639900	014830923	lsidyv307a59e0	ark:/81055/vdc_000000037A7C
003640503	014830924	lsidyv3350b364	ark:/81055/vdc_00000002ABB2
003640510	014830925	lsidyv33919597	ark:/81055/vdc_00000002CB62
003640942	014830926	lsidyv3ac01a71	ark:/81055/vdc_00000004810E
003641061	014830927	lsidyv39d94f4c	ark:/81055/vdc_00000003CD92
003641179	014830928	lsidyv2b3e9abf	ark:/81055/vdc_000000000BFA
003641633	014830929	lsidyv3bbb1075	ark:/81055/vdc_000000053940
003641649	014830930	lsidyv396103db	ark:/81055/vdc_00000003955E
003641652	014830931	lsidyv3961008a	ark:/81055/vdc_000000039558
003642215	014830932	lsidyv3c6df59c	ark:/81055/vdc_00000005ADCE
003642243	014830933	lsidyv3aa404ef	ark:/81055/vdc_0000000469A4
003642245	014830934	lsidyv3a477984	ark:/81055/vdc_000000041D2A
003642252	014830935	lsidyv3545788f	ark:/81055/vdc_000000033396
003642448	014830936	lsidyv38e9ca2b	ark:/81055/vdc_000000033E58
003643041	014830937	lsidyv3bed5de9	ark:/81055/vdc_00000005542E
003643056	014830938	lsidyv3cea6eff	ark:/81055/vdc_00000005EEE4
003643098	014830939	lsidyv32b6863f	ark:/81055/vdc_000000029FB2
003643117	014830940	lsidyv33896869	ark:/81055/vdc_00000002C01C
003643118	014830941	lsidyv3385d9dd	ark:/81055/vdc_00000002BB4E
003643474	014830942	lsidyv3a9301c9	ark:/81055/vdc_000000045A2C
003644043	014830943	lsidyv3a2dedb9	ark:/81055/vdc_000000040F14
003644044	014830944	lsidyv3544466c	ark:/81055/vdc_0000000332D6
003644045	014830945	lsidyv39f73c4e	ark:/81055/vdc_00000003E472
003644359	014830946	lsidyv3cc1fa49	ark:/81055/vdc_00000005DCAE
003644647	014830947	lsidyv39348150	ark:/81055/vdc_0000000365D6
003644648	014830948	lsidyv38ff03e3	ark:/81055/vdc_000000034C9E
003644669	014830949	lsidyv306cd4bf	ark:/81055/vdc_000000042C8A
003644670	014830950	lsidyv34af659b	ark:/81055/vdc_0000000310B6
003644672	014830951	lsidyv31b1ce67	ark:/81055/vdc_000000043E66
003644677	014830952	lsidyv32b64418	ark:/81055/vdc_000000029D72
003644754	014830953	lsidyv3c8156a0	ark:/81055/vdc_00000005B4FA
003645199	014830954	lsidyv3a2f89dd	ark:/81055/vdc_000000041052
003645295	014830955	lsidyv2b37eaf5	ark:/81055/vdc_000000000ACE
003645332	014830956	lsidyv3a850cab	ark:/81055/vdc_000000045030
003645357	014830957	lsidyv2afdc2b6	ark:/81055/vdc_000000000552
003645360	014830958	lsidyv3c3e3024	ark:/81055/vdc_000000058A16
003645458	014830959	lsidyv33848200	ark:/81055/vdc_00000002B92C
003645627	014830960	lsidyv3920a3a7	ark:/81055/vdc_000000035AB4
003645748	014830961	lsidyv3a4d86e8	ark:/81055/vdc_000000042144
003645905	014830962	lsidyv3475fa42	ark:/81055/vdc_00000002F8F2
003647965	014830963	lsidyv3493800b	ark:/81055/vdc_00000003025E
003648008	014830964	lsidyv34f04529	ark:/81055/vdc_000000031686
003648014	014830965	lsidyv34f05f52	ark:/81055/vdc_00000003168C
003648016	014830966	lsidyv34f06d45	ark:/81055/vdc_000000031698
003648017	014830967	lsidyv352f0278	ark:/81055/vdc_00000003244E
003648018	014830968	lsidyv32c7b911	ark:/81055/vdc_000000038586
003648024	014830969	lsidyv3bf61ee0	ark:/81055/vdc_000000055A8E
003650033	014830970	lsidyv39ad3932	ark:/81055/vdc_00000003BC0A
003650045	014830971	lsidyv3b6561b7	ark:/81055/vdc_00000004F5BA
003650080	014830972	lsidyv34703d00	ark:/81055/vdc_00000002EF92
003650734	014830973	lsidyv2b375a50	ark:/81055/vdc_000000000A56
003650899	014830974	lsidyv390cb50a	ark:/81055/vdc_00000003513C
003650901	014830975	lsidyv3bfd9d5e	ark:/81055/vdc_000000055C86
003651227	014830976	lsidyv33952473	ark:/81055/vdc_00000002CF10
003651367	014830977	lsidyv3c0a0dcf	ark:/81055/vdc_000000055F9E
003651660	014830978	lsidyv2b5ae00a	ark:/81055/vdc_000000000F66
003651706	014830979	lsidyv3a3dfbe3	ark:/81055/vdc_00000004176C
003651799	014830980	lsidyv3c4cd02a	ark:/81055/vdc_000000059772
003652098	014830981	lsidyv39800c1b	ark:/81055/vdc_00000003A5F6
003652526	014830982	lsidyv3389e774	ark:/81055/vdc_00000002C076
003652779	014830983	lsidyv391ea3c6	ark:/81055/vdc_0000000359CA
003652826	014830984	lsidyv3ae0d7a4	ark:/81055/vdc_00000004974C
003652827	014830985	lsidyv397a390c	ark:/81055/vdc_00000003A2C6
003652840	014830986	lsidyv3ce6747f	ark:/81055/vdc_00000005EC3E
003652960	014830987	lsidyv30937770	ark:/81055/vdc_0000000523BC
003653312	014830988	lsidyv3a302a18	ark:/81055/vdc_0000000410E2
003653588	014830989	lsidyv38ea4bd0	ark:/81055/vdc_000000033EBE
003654805	014830990	lsidyv3cead718	ark:/81055/vdc_00000005EF14
003655088	014830991	lsidyv3c22a845	ark:/81055/vdc_0000000574A4
003656294	014830992	lsidyv3c2f78aa	ark:/81055/vdc_000000057972
003656820	014830993	lsidyv391fec79	ark:/81055/vdc_000000035A60
003656887	014830994	lsidyv32d5c2b8	ark:/81055/vdc_00000002AC8A
003658731	014830995	lsidyv3c891969	ark:/81055/vdc_00000005B81E
003659145	014830996	lsidyv3a1f8c53	ark:/81055/vdc_0000000403BC
003659146	014830997	lsidyv3a42f8be	ark:/81055/vdc_000000041A30
003659648	014830998	lsidyv3c1765e7	ark:/81055/vdc_000000056A12
003660421	014830999	lsidyv34278001	ark:/81055/vdc_00000002DA56
003660427	014831000	lsidyv3c1cce8a	ark:/81055/vdc_000000056E86
003660489	014831001	lsidyv34713ec6	ark:/81055/vdc_00000002F142
003661473	014831002	lsidyv38e4d9e7	ark:/81055/vdc_000000033A5C
003661608	014831003	lsidyv3426c84f	ark:/81055/vdc_00000002D96C
003661962	014831004	lsidyv2eba83db	ark:/81055/vdc_000000028F26
003662219	014831005	lsidyv3ab6b30d	ark:/81055/vdc_00000004753E
003662222	014831006	lsidyv3085150e	ark:/81055/vdc_000000042FB4
003662256	014831007	lsidyv3a979dd4	ark:/81055/vdc_000000045D0E
003662341	014831008	lsidyv32b95cd5	ark:/81055/vdc_00000002A4E0
003662446	014831009	lsidyv345c97b9	ark:/81055/vdc_00000002E18E
003662447	014831010	lsidyv3387bcaa	ark:/81055/vdc_00000002BE30
